SearchBayesianSkopt: New best config found. Config 0: {'topK': 602, 'shrink': 1217, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1438101527187219, 'tversky_beta': 1.1231954018014585} - results: ROC_AUC: 0.0815896, PRECISION: 0.0159387, PRECISION_RECALL_MIN_DEN: 0.0651342, RECALL: 0.0637252, MAP: 0.0276762, MRR: 0.0554131, NDCG: 0.0426106, F1: 0.0254995, HIT_RATE: 0.1593865, ARHR: 0.0599486, NOVELTY: 0.0049641, AVERAGE_POPULARITY: 0.0183915, DIVERSITY_MEAN_INTER_LIST: 0.9961212, DIVERSITY_HERFINDAHL: 0.9995928, COVERAGE_ITEM: 0.4816939, COVERAGE_ITEM_CORRECT: 0.0282579, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0874544, DIVERSITY_GINI: 0.2099879, SHANNON_ENTROPY: 12.5937256, 
SearchBayesianSkopt: Config 914 is suboptimal. Config: {'topK': 1821, 'shrink': 1671, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.019964098671616307, 'tversky_beta': 1.566957232035291} - results: ROC_AUC: 0.0729799, PRECISION: 0.0142691, PRECISION_RECALL_MIN_DEN: 0.0592834, RECALL: 0.0581146, MAP: 0.0243048, MRR: 0.0480480, NDCG: 0.0379573, F1: 0.0229124, HIT_RATE: 0.1426907, ARHR: 0.0518344, NOVELTY: 0.0049941, AVERAGE_POPULARITY: 0.0185518, DIVERSITY_MEAN_INTER_LIST: 0.9944219, DIVERSITY_HERFINDAHL: 0.9994229, COVERAGE_ITEM: 0.4339557, COVERAGE_ITEM_CORRECT: 0.0253321, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0795269, DIVERSITY_GINI: 0.1720756, SHANNON_ENTROPY: 12.2442862, 
SearchBayesianSkopt: Config 915 is suboptimal. Config: {'topK': 187, 'shrink': 2562, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5794515120130683, 'tversky_beta': 1.4541622209414524} - results: ROC_AUC: 0.0869322, PRECISION: 0.0168899, PRECISION_RECALL_MIN_DEN: 0.0693857, RECALL: 0.0679501, MAP: 0.0291506, MRR: 0.0587715, NDCG: 0.0451449, F1: 0.0270550, HIT_RATE: 0.1688992, ARHR: 0.0637716, NOVELTY: 0.0049637, AVERAGE_POPULARITY: 0.0184936, DIVERSITY_MEAN_INTER_LIST: 0.9966847, DIVERSITY_HERFINDAHL: 0.9996491, COVERAGE_ITEM: 0.5219249, COVERAGE_ITEM_CORRECT: 0.0301444, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0927394, DIVERSITY_GINI: 0.2428899, SHANNON_ENTROPY: 12.8182902, 
SearchBayesianSkopt: Config 916 is suboptimal. Config: {'topK': 1815, 'shrink': 1859, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9980294986086156, 'tversky_beta': 0.26390583577558996} - results: ROC_AUC: 0.0751116, PRECISION: 0.0146573, PRECISION_RECALL_MIN_DEN: 0.0607634, RECALL: 0.0595614, MAP: 0.0254827, MRR: 0.0500985, NDCG: 0.0394031, F1: 0.0235254, HIT_RATE: 0.1465735, ARHR: 0.0541234, NOVELTY: 0.0049828, AVERAGE_POPULARITY: 0.0186408, DIVERSITY_MEAN_INTER_LIST: 0.9952688, DIVERSITY_HERFINDAHL: 0.9995076, COVERAGE_ITEM: 0.4540135, COVERAGE_ITEM_CORRECT: 0.0261405, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0812885, DIVERSITY_GINI: 0.1858507, SHANNON_ENTROPY: 12.3800111, 
SearchBayesianSkopt: Config 917 is suboptimal. Config: {'topK': 88, 'shrink': 2098, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.994883163192847, 'tversky_beta': 1.724939782106337} - results: ROC_AUC: 0.0843190, PRECISION: 0.0171423, PRECISION_RECALL_MIN_DEN: 0.0683478, RECALL: 0.0668904, MAP: 0.0290182, MRR: 0.0575766, NDCG: 0.0448509, F1: 0.0272907, HIT_RATE: 0.1714230, ARHR: 0.0631770, NOVELTY: 0.0049478, AVERAGE_POPULARITY: 0.0184940, DIVERSITY_MEAN_INTER_LIST: 0.9969388, DIVERSITY_HERFINDAHL: 0.9996745, COVERAGE_ITEM: 0.5492204, COVERAGE_ITEM_CORRECT: 0.0311068, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0917327, DIVERSITY_GINI: 0.2637451, SHANNON_ENTROPY: 12.9425107, 
SearchBayesianSkopt: Config 918 is suboptimal. Config: {'topK': 1553, 'shrink': 1729, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8984981321576524, 'tversky_beta': 1.5832289425769277} - results: ROC_AUC: 0.0754710, PRECISION: 0.0145797, PRECISION_RECALL_MIN_DEN: 0.0608686, RECALL: 0.0597166, MAP: 0.0256535, MRR: 0.0510739, NDCG: 0.0396175, F1: 0.0234372, HIT_RATE: 0.1457969, ARHR: 0.0549637, NOVELTY: 0.0049821, AVERAGE_POPULARITY: 0.0185749, DIVERSITY_MEAN_INTER_LIST: 0.9951200, DIVERSITY_HERFINDAHL: 0.9994927, COVERAGE_ITEM: 0.4535130, COVERAGE_ITEM_CORRECT: 0.0259865, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0815402, DIVERSITY_GINI: 0.1858851, SHANNON_ENTROPY: 12.3747409, 
SearchBayesianSkopt: Config 919 is suboptimal. Config: {'topK': 139, 'shrink': 622, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.49479926048976186, 'tversky_beta': 1.8993645342504097} - results: ROC_AUC: 0.0861253, PRECISION: 0.0172200, PRECISION_RECALL_MIN_DEN: 0.0694703, RECALL: 0.0679535, MAP: 0.0294677, MRR: 0.0585342, NDCG: 0.0454703, F1: 0.0274770, HIT_RATE: 0.1721996, ARHR: 0.0638967, NOVELTY: 0.0049573, AVERAGE_POPULARITY: 0.0185660, DIVERSITY_MEAN_INTER_LIST: 0.9967943, DIVERSITY_HERFINDAHL: 0.9996601, COVERAGE_ITEM: 0.5288547, COVERAGE_ITEM_CORRECT: 0.0306833, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0932427, DIVERSITY_GINI: 0.2490622, SHANNON_ENTROPY: 12.8601162, 
SearchBayesianSkopt: Config 920 is suboptimal. Config: {'topK': 1366, 'shrink': 1976, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6420646607390885, 'tversky_beta': 0.9425230244137976} - results: ROC_AUC: 0.0762030, PRECISION: 0.0146962, PRECISION_RECALL_MIN_DEN: 0.0610606, RECALL: 0.0598604, MAP: 0.0257436, MRR: 0.0514347, NDCG: 0.0397906, F1: 0.0235987, HIT_RATE: 0.1469618, ARHR: 0.0553902, NOVELTY: 0.0049801, AVERAGE_POPULARITY: 0.0184737, DIVERSITY_MEAN_INTER_LIST: 0.9954770, DIVERSITY_HERFINDAHL: 0.9995284, COVERAGE_ITEM: 0.4604812, COVERAGE_ITEM_CORRECT: 0.0262945, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0819177, DIVERSITY_GINI: 0.1911962, SHANNON_ENTROPY: 12.4294663, 
SearchBayesianSkopt: Config 921 is suboptimal. Config: {'topK': 917, 'shrink': 2919, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.27726532893344863, 'tversky_beta': 1.1306762141207851} - results: ROC_AUC: 0.0786802, PRECISION: 0.0151039, PRECISION_RECALL_MIN_DEN: 0.0624191, RECALL: 0.0611106, MAP: 0.0264812, MRR: 0.0530139, NDCG: 0.0408568, F1: 0.0242213, HIT_RATE: 0.1510386, ARHR: 0.0569919, NOVELTY: 0.0049697, AVERAGE_POPULARITY: 0.0182459, DIVERSITY_MEAN_INTER_LIST: 0.9955575, DIVERSITY_HERFINDAHL: 0.9995364, COVERAGE_ITEM: 0.4637921, COVERAGE_ITEM_CORRECT: 0.0268720, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0844344, DIVERSITY_GINI: 0.1951164, SHANNON_ENTROPY: 12.4648727, 
SearchBayesianSkopt: Config 922 is suboptimal. Config: {'topK': 170, 'shrink': 1765, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8707273808352229, 'tversky_beta': 1.4026851809936876} - results: ROC_AUC: 0.0876188, PRECISION: 0.0172588, PRECISION_RECALL_MIN_DEN: 0.0703412, RECALL: 0.0688608, MAP: 0.0298280, MRR: 0.0596505, NDCG: 0.0460342, F1: 0.0276001, HIT_RATE: 0.1725878, ARHR: 0.0648519, NOVELTY: 0.0049618, AVERAGE_POPULARITY: 0.0185643, DIVERSITY_MEAN_INTER_LIST: 0.9967196, DIVERSITY_HERFINDAHL: 0.9996526, COVERAGE_ITEM: 0.5237729, COVERAGE_ITEM_CORRECT: 0.0306833, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0948786, DIVERSITY_GINI: 0.2446995, SHANNON_ENTROPY: 12.8308899, 
SearchBayesianSkopt: Config 923 is suboptimal. Config: {'topK': 1522, 'shrink': 133, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.1936584239308568, 'tversky_beta': 1.5929096238719487} - results: ROC_AUC: 0.0764214, PRECISION: 0.0147544, PRECISION_RECALL_MIN_DEN: 0.0618206, RECALL: 0.0606578, MAP: 0.0258226, MRR: 0.0513405, NDCG: 0.0399724, F1: 0.0237354, HIT_RATE: 0.1475442, ARHR: 0.0553644, NOVELTY: 0.0049793, AVERAGE_POPULARITY: 0.0185480, DIVERSITY_MEAN_INTER_LIST: 0.9954469, DIVERSITY_HERFINDAHL: 0.9995254, COVERAGE_ITEM: 0.4510876, COVERAGE_ITEM_CORRECT: 0.0261790, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0824210, DIVERSITY_GINI: 0.1860141, SHANNON_ENTROPY: 12.3969620, 
SearchBayesianSkopt: Config 924 is suboptimal. Config: {'topK': 373, 'shrink': 2807, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0431615401933514, 'tversky_beta': 1.3636845165384062} - results: ROC_AUC: 0.0838903, PRECISION: 0.0160357, PRECISION_RECALL_MIN_DEN: 0.0668877, RECALL: 0.0655298, MAP: 0.0283563, MRR: 0.0565369, NDCG: 0.0436597, F1: 0.0257662, HIT_RATE: 0.1603572, ARHR: 0.0610427, NOVELTY: 0.0049600, AVERAGE_POPULARITY: 0.0182740, DIVERSITY_MEAN_INTER_LIST: 0.9963132, DIVERSITY_HERFINDAHL: 0.9996120, COVERAGE_ITEM: 0.4984408, COVERAGE_ITEM_CORRECT: 0.0286814, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0889644, DIVERSITY_GINI: 0.2228504, SHANNON_ENTROPY: 12.6796309, 
SearchBayesianSkopt: Config 925 is suboptimal. Config: {'topK': 1791, 'shrink': 513, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.44195230912301786, 'tversky_beta': 0.7290820194987379} - results: ROC_AUC: 0.0752967, PRECISION: 0.0146962, PRECISION_RECALL_MIN_DEN: 0.0609659, RECALL: 0.0597864, MAP: 0.0253211, MRR: 0.0499298, NDCG: 0.0393487, F1: 0.0235929, HIT_RATE: 0.1469618, ARHR: 0.0539669, NOVELTY: 0.0049836, AVERAGE_POPULARITY: 0.0185999, DIVERSITY_MEAN_INTER_LIST: 0.9951825, DIVERSITY_HERFINDAHL: 0.9994989, COVERAGE_ITEM: 0.4502791, COVERAGE_ITEM_CORRECT: 0.0260250, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0816660, DIVERSITY_GINI: 0.1840516, SHANNON_ENTROPY: 12.3641907, 
SearchBayesianSkopt: Config 926 is suboptimal. Config: {'topK': 1322, 'shrink': 2665, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7674986168908435, 'tversky_beta': 1.6659530665335283} - results: ROC_AUC: 0.0765682, PRECISION: 0.0148709, PRECISION_RECALL_MIN_DEN: 0.0615290, RECALL: 0.0603106, MAP: 0.0259738, MRR: 0.0515453, NDCG: 0.0400936, F1: 0.0238589, HIT_RATE: 0.1487090, ARHR: 0.0555289, NOVELTY: 0.0049852, AVERAGE_POPULARITY: 0.0183927, DIVERSITY_MEAN_INTER_LIST: 0.9952029, DIVERSITY_HERFINDAHL: 0.9995010, COVERAGE_ITEM: 0.4571704, COVERAGE_ITEM_CORRECT: 0.0264485, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0829244, DIVERSITY_GINI: 0.1886141, SHANNON_ENTROPY: 12.3978863, 
SearchBayesianSkopt: Config 927 is suboptimal. Config: {'topK': 1881, 'shrink': 188, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.042836666322646, 'tversky_beta': 1.5322362273873271} - results: ROC_AUC: 0.0789710, PRECISION: 0.0155116, PRECISION_RECALL_MIN_DEN: 0.0633117, RECALL: 0.0619575, MAP: 0.0269067, MRR: 0.0528915, NDCG: 0.0413518, F1: 0.0248114, HIT_RATE: 0.1551155, ARHR: 0.0576300, NOVELTY: 0.0049755, AVERAGE_POPULARITY: 0.0186115, DIVERSITY_MEAN_INTER_LIST: 0.9958637, DIVERSITY_HERFINDAHL: 0.9995670, COVERAGE_ITEM: 0.4606737, COVERAGE_ITEM_CORRECT: 0.0274110, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0850635, DIVERSITY_GINI: 0.1955332, SHANNON_ENTROPY: 12.4928980, 
SearchBayesianSkopt: Config 928 is suboptimal. Config: {'topK': 1656, 'shrink': 2039, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8110783914843647, 'tversky_beta': 1.6634917536328346} - results: ROC_AUC: 0.0757701, PRECISION: 0.0145603, PRECISION_RECALL_MIN_DEN: 0.0607898, RECALL: 0.0596498, MAP: 0.0256769, MRR: 0.0512125, NDCG: 0.0396127, F1: 0.0234070, HIT_RATE: 0.1456028, ARHR: 0.0550893, NOVELTY: 0.0049794, AVERAGE_POPULARITY: 0.0185889, DIVERSITY_MEAN_INTER_LIST: 0.9952790, DIVERSITY_HERFINDAHL: 0.9995086, COVERAGE_ITEM: 0.4538980, COVERAGE_ITEM_CORRECT: 0.0257940, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0812885, DIVERSITY_GINI: 0.1860549, SHANNON_ENTROPY: 12.3832331, 
SearchBayesianSkopt: Config 929 is suboptimal. Config: {'topK': 127, 'shrink': 2815, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.08111135207686916, 'tversky_beta': 0.6613444651290256} - results: ROC_AUC: 0.0860571, PRECISION: 0.0170646, PRECISION_RECALL_MIN_DEN: 0.0691177, RECALL: 0.0676624, MAP: 0.0295021, MRR: 0.0589022, NDCG: 0.0454601, F1: 0.0272554, HIT_RATE: 0.1706465, ARHR: 0.0642854, NOVELTY: 0.0049550, AVERAGE_POPULARITY: 0.0185239, DIVERSITY_MEAN_INTER_LIST: 0.9968093, DIVERSITY_HERFINDAHL: 0.9996616, COVERAGE_ITEM: 0.5334360, COVERAGE_ITEM_CORRECT: 0.0304524, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0923619, DIVERSITY_GINI: 0.2520928, SHANNON_ENTROPY: 12.8747227, 
SearchBayesianSkopt: Config 930 is suboptimal. Config: {'topK': 1363, 'shrink': 733, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7170801241859326, 'tversky_beta': 0.3893886791341429} - results: ROC_AUC: 0.0773376, PRECISION: 0.0149486, PRECISION_RECALL_MIN_DEN: 0.0618897, RECALL: 0.0606335, MAP: 0.0261133, MRR: 0.0523404, NDCG: 0.0403356, F1: 0.0239841, HIT_RATE: 0.1494855, ARHR: 0.0565904, NOVELTY: 0.0049760, AVERAGE_POPULARITY: 0.0184569, DIVERSITY_MEAN_INTER_LIST: 0.9957900, DIVERSITY_HERFINDAHL: 0.9995597, COVERAGE_ITEM: 0.4646391, COVERAGE_ITEM_CORRECT: 0.0266795, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0826727, DIVERSITY_GINI: 0.1954939, SHANNON_ENTROPY: 12.4811032, 
SearchBayesianSkopt: Config 931 is suboptimal. Config: {'topK': 1241, 'shrink': 2208, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9031516166818729, 'tversky_beta': 1.1280228721149252} - results: ROC_AUC: 0.0770888, PRECISION: 0.0149874, PRECISION_RECALL_MIN_DEN: 0.0619169, RECALL: 0.0606301, MAP: 0.0259968, MRR: 0.0520966, NDCG: 0.0402421, F1: 0.0240338, HIT_RATE: 0.1498738, ARHR: 0.0560823, NOVELTY: 0.0049841, AVERAGE_POPULARITY: 0.0183824, DIVERSITY_MEAN_INTER_LIST: 0.9953247, DIVERSITY_HERFINDAHL: 0.9995131, COVERAGE_ITEM: 0.4601347, COVERAGE_ITEM_CORRECT: 0.0266410, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0836794, DIVERSITY_GINI: 0.1907640, SHANNON_ENTROPY: 12.4192471, 
SearchBayesianSkopt: Config 932 is suboptimal. Config: {'topK': 1503, 'shrink': 296, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7674580843215801, 'tversky_beta': 1.5446729261308718} - results: ROC_AUC: 0.0769355, PRECISION: 0.0148903, PRECISION_RECALL_MIN_DEN: 0.0619320, RECALL: 0.0606897, MAP: 0.0263302, MRR: 0.0520763, NDCG: 0.0404194, F1: 0.0239134, HIT_RATE: 0.1489031, ARHR: 0.0562946, NOVELTY: 0.0049765, AVERAGE_POPULARITY: 0.0185954, DIVERSITY_MEAN_INTER_LIST: 0.9957264, DIVERSITY_HERFINDAHL: 0.9995533, COVERAGE_ITEM: 0.4595188, COVERAGE_ITEM_CORRECT: 0.0265640, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0826727, DIVERSITY_GINI: 0.1923179, SHANNON_ENTROPY: 12.4579593, 
SearchBayesianSkopt: Config 933 is suboptimal. Config: {'topK': 222, 'shrink': 346, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.0810601068258361, 'tversky_beta': 0.09428882826354593} - results: ROC_AUC: 0.0867084, PRECISION: 0.0168317, PRECISION_RECALL_MIN_DEN: 0.0690864, RECALL: 0.0677002, MAP: 0.0285169, MRR: 0.0579748, NDCG: 0.0446080, F1: 0.0269604, HIT_RATE: 0.1683168, ARHR: 0.0628116, NOVELTY: 0.0049625, AVERAGE_POPULARITY: 0.0182611, DIVERSITY_MEAN_INTER_LIST: 0.9966303, DIVERSITY_HERFINDAHL: 0.9996437, COVERAGE_ITEM: 0.5226949, COVERAGE_ITEM_CORRECT: 0.0300289, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0932427, DIVERSITY_GINI: 0.2418295, SHANNON_ENTROPY: 12.8065420, 
SearchBayesianSkopt: Config 934 is suboptimal. Config: {'topK': 423, 'shrink': 472, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2369811937457445, 'tversky_beta': 1.8591791217893054} - results: ROC_AUC: 0.0836075, PRECISION: 0.0161134, PRECISION_RECALL_MIN_DEN: 0.0669306, RECALL: 0.0655754, MAP: 0.0283532, MRR: 0.0568322, NDCG: 0.0437055, F1: 0.0258699, HIT_RATE: 0.1611338, ARHR: 0.0615110, NOVELTY: 0.0049633, AVERAGE_POPULARITY: 0.0183005, DIVERSITY_MEAN_INTER_LIST: 0.9962307, DIVERSITY_HERFINDAHL: 0.9996037, COVERAGE_ITEM: 0.4862753, COVERAGE_ITEM_CORRECT: 0.0285659, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0885869, DIVERSITY_GINI: 0.2149899, SHANNON_ENTROPY: 12.6316480, 
SearchBayesianSkopt: Config 935 is suboptimal. Config: {'topK': 1374, 'shrink': 1173, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6694516628270089, 'tversky_beta': 0.02876936550458154} - results: ROC_AUC: 0.0766578, PRECISION: 0.0147350, PRECISION_RECALL_MIN_DEN: 0.0612013, RECALL: 0.0599555, MAP: 0.0259520, MRR: 0.0518635, NDCG: 0.0399644, F1: 0.0236561, HIT_RATE: 0.1473500, ARHR: 0.0559277, NOVELTY: 0.0049794, AVERAGE_POPULARITY: 0.0184618, DIVERSITY_MEAN_INTER_LIST: 0.9956204, DIVERSITY_HERFINDAHL: 0.9995427, COVERAGE_ITEM: 0.4627526, COVERAGE_ITEM_CORRECT: 0.0263330, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0819177, DIVERSITY_GINI: 0.1931358, SHANNON_ENTROPY: 12.4512793, 
SearchBayesianSkopt: Config 936 is suboptimal. Config: {'topK': 436, 'shrink': 1896, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.961442366581652, 'tversky_beta': 1.9751913732433397} - results: ROC_AUC: 0.0840610, PRECISION: 0.0161328, PRECISION_RECALL_MIN_DEN: 0.0674319, RECALL: 0.0660899, MAP: 0.0284090, MRR: 0.0570764, NDCG: 0.0438400, F1: 0.0259348, HIT_RATE: 0.1613279, ARHR: 0.0616814, NOVELTY: 0.0049633, AVERAGE_POPULARITY: 0.0183695, DIVERSITY_MEAN_INTER_LIST: 0.9963127, DIVERSITY_HERFINDAHL: 0.9996119, COVERAGE_ITEM: 0.4931665, COVERAGE_ITEM_CORRECT: 0.0288354, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0889644, DIVERSITY_GINI: 0.2195100, SHANNON_ENTROPY: 12.6624704, 
SearchBayesianSkopt: Config 937 is suboptimal. Config: {'topK': 322, 'shrink': 1048, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4468725762284934, 'tversky_beta': 1.15065582232313} - results: ROC_AUC: 0.0834435, PRECISION: 0.0160745, PRECISION_RECALL_MIN_DEN: 0.0667110, RECALL: 0.0653157, MAP: 0.0281921, MRR: 0.0560656, NDCG: 0.0434907, F1: 0.0257997, HIT_RATE: 0.1607455, ARHR: 0.0606115, NOVELTY: 0.0049575, AVERAGE_POPULARITY: 0.0183229, DIVERSITY_MEAN_INTER_LIST: 0.9963835, DIVERSITY_HERFINDAHL: 0.9996190, COVERAGE_ITEM: 0.5028296, COVERAGE_ITEM_CORRECT: 0.0288739, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0892161, DIVERSITY_GINI: 0.2260307, SHANNON_ENTROPY: 12.7031570, 
SearchBayesianSkopt: Config 938 is suboptimal. Config: {'topK': 322, 'shrink': 2685, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.3108472943455434, 'tversky_beta': 1.5899325452601798} - results: ROC_AUC: 0.0838185, PRECISION: 0.0161134, PRECISION_RECALL_MIN_DEN: 0.0669645, RECALL: 0.0655951, MAP: 0.0282308, MRR: 0.0561934, NDCG: 0.0436211, F1: 0.0258715, HIT_RATE: 0.1611338, ARHR: 0.0607050, NOVELTY: 0.0049589, AVERAGE_POPULARITY: 0.0183078, DIVERSITY_MEAN_INTER_LIST: 0.9963366, DIVERSITY_HERFINDAHL: 0.9996143, COVERAGE_ITEM: 0.4989028, COVERAGE_ITEM_CORRECT: 0.0288739, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0897194, DIVERSITY_GINI: 0.2233117, SHANNON_ENTROPY: 12.6851818, 
SearchBayesianSkopt: Config 939 is suboptimal. Config: {'topK': 674, 'shrink': 374, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.300744780600981, 'tversky_beta': 0.46078672972171997} - results: ROC_AUC: 0.0821277, PRECISION: 0.0160745, PRECISION_RECALL_MIN_DEN: 0.0652749, RECALL: 0.0637665, MAP: 0.0276384, MRR: 0.0558347, NDCG: 0.0426311, F1: 0.0256765, HIT_RATE: 0.1607455, ARHR: 0.0605771, NOVELTY: 0.0049573, AVERAGE_POPULARITY: 0.0183500, DIVERSITY_MEAN_INTER_LIST: 0.9962734, DIVERSITY_HERFINDAHL: 0.9996080, COVERAGE_ITEM: 0.4850433, COVERAGE_ITEM_CORRECT: 0.0287199, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0878319, DIVERSITY_GINI: 0.2137355, SHANNON_ENTROPY: 12.6310458, 
SearchBayesianSkopt: Config 940 is suboptimal. Config: {'topK': 248, 'shrink': 2347, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2467559508727744, 'tversky_beta': 1.6842159991603636} - results: ROC_AUC: 0.0864819, PRECISION: 0.0167346, PRECISION_RECALL_MIN_DEN: 0.0695659, RECALL: 0.0681366, MAP: 0.0289525, MRR: 0.0582626, NDCG: 0.0449509, F1: 0.0268699, HIT_RATE: 0.1673461, ARHR: 0.0630131, NOVELTY: 0.0049608, AVERAGE_POPULARITY: 0.0183294, DIVERSITY_MEAN_INTER_LIST: 0.9965546, DIVERSITY_HERFINDAHL: 0.9996361, COVERAGE_ITEM: 0.5115303, COVERAGE_ITEM_CORRECT: 0.0298749, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0926136, DIVERSITY_GINI: 0.2341400, SHANNON_ENTROPY: 12.7617156, 
SearchBayesianSkopt: Config 941 is suboptimal. Config: {'topK': 409, 'shrink': 2545, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.06234902331783189, 'tversky_beta': 1.2275854307306888} - results: ROC_AUC: 0.0829559, PRECISION: 0.0161328, PRECISION_RECALL_MIN_DEN: 0.0670608, RECALL: 0.0656881, MAP: 0.0281820, MRR: 0.0571016, NDCG: 0.0436338, F1: 0.0259037, HIT_RATE: 0.1613279, ARHR: 0.0616350, NOVELTY: 0.0049665, AVERAGE_POPULARITY: 0.0182453, DIVERSITY_MEAN_INTER_LIST: 0.9961926, DIVERSITY_HERFINDAHL: 0.9995999, COVERAGE_ITEM: 0.4845043, COVERAGE_ITEM_CORRECT: 0.0286044, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0889644, DIVERSITY_GINI: 0.2140802, SHANNON_ENTROPY: 12.6231741, 
SearchBayesianSkopt: Config 942 is suboptimal. Config: {'topK': 1935, 'shrink': 1299, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9964103917155505, 'tversky_beta': 0.32998559210255257} - results: ROC_AUC: 0.0746026, PRECISION: 0.0147350, PRECISION_RECALL_MIN_DEN: 0.0609527, RECALL: 0.0597638, MAP: 0.0255182, MRR: 0.0505346, NDCG: 0.0395017, F1: 0.0236412, HIT_RATE: 0.1473500, ARHR: 0.0545323, NOVELTY: 0.0049830, AVERAGE_POPULARITY: 0.0186689, DIVERSITY_MEAN_INTER_LIST: 0.9950440, DIVERSITY_HERFINDAHL: 0.9994851, COVERAGE_ITEM: 0.4502791, COVERAGE_ITEM_CORRECT: 0.0260635, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0819177, DIVERSITY_GINI: 0.1830048, SHANNON_ENTROPY: 12.3488088, 
